SalesOrder ID,Order Date,Expected Shipment Date,SalesOrder Number,Status,Custom Status,Customer ID,Customer Name,Is Inclusive Tax,Sales Order Level Tax,Sales Order Level Tax %,SalesOrder Level Tax Type,Sales Order Level Tax Exemption Reason,Sales Order Level Tax Authority,Reference#,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Kit Combo Item Name,Account,Account Code,Item Desc,QuantityOrdered,QuantityInvoiced,QuantityCancelled,QuantityPacked,Usage unit,Item Price,Discount,Discount Amount,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Project ID,Project Name,Item Total,SubTotal,Total,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Shipping Charge Tax Exemption Code,Adjustment,Adjustment Description,Sales person,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Delivery Method,Source,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,Billing Fax,Billing Phone,Shipping Address,Shipping Street2,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone,LINEITEM.TAG.Inventory Type,LINEITEM.TAG.Trade Shows 2025
6212012000012368069,2026-01-05,2026-01-06,SO-2600008,invoiced,,6212012000003830326,Roger Failmezger,false,SALES TAX (VA) 6.0,6.00,ItemAmount,,VIRGINIA,CC,Standard Template,USD,1.00,entity_level,true,0.000,0.00,Pull Start Ass'y MT7208,6212012000000434748,MT7208-25-36,,,,,,GeoRipper - Parts,4100,"ATTENTION!!!
The GeoRipper handheld trenchers are equipped with the GeoRipper EZ start system. Please follow these instructions EVERY TIME you start your GeoRipper handheld trencher.
1. Turn engine ""on""
2. Pull choke out all the way on initial ""cold"" start.
3. Press decompression button on opposite side of engine.
4. Gently pull the starter pull string up, releasing before you get to the end of the pull rope.
5. Repeat 3-5 if necessary.",1.00,1.00,0.00,1.00,ea,44.99,0.00,0.0,6212012000000690646,SALES TAX (VA) 6.0,6.00,2.70,ItemAmount,VIRGINIA,,,,44.99,44.99,74.19,25.00,6212012000000690646,1.50,SALES TAX (VA) 6.0,6.00,ItemAmount,,0.00,Adjustment,Simon Dirazonian,0,Due on Receipt,,,UPS,1,267 River Oaks Ln,,Smithfield,VA,U.S.A,23430,,703-627-0451,267 River Oaks Ln,,Smithfield,VA,U.S.A,23430,,703-627-0451,,
6212012000012362067,2026-01-05,2026-01-12,SO-2600009,invoiced,,6212012000000335963,"Rio Seco AG, LLC",false,,,,RESALE,TEXAS,DFP2600006 Restock,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 27 Includes EZ Kart,6212012000000445997,GR727,,,,,,GeoRipper - Units,4000,,1.00,1.00,0.00,1.00,Kit,1959.99,0.00,0.0,,,,,,,RESALE,,,1959.99,1959.99,1959.99,0.00,,,,,,,0.00,Adjustment,Central US Sales,0,Due on Receipt,,,UPS,1,PO Box1138,,Clint,TX,U.S.A,79836,,(915)851-6626,15995 Alameda Ave,,Fabens,TX,U.S.A,79838,,(915)851-6626,,
6212012000012362092,2026-01-02,2026-01-06,SO-2600010,invoiced,,6212012000003294115,Ximu Allen,false,SALES TAX (TX) 8.25,8.25,ItemAmount,,TEXAS,Shopify #3664 Affirm,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 27,6212012000000445964,GR727-NOEZ,,,,,,GeoRipper - Units,4000,,1.00,1.00,0.00,1.00,Kit,2599.99,0.00,0.0,6212012000002073307,SALES TAX (TX) 8.25,8.25,214.50,ItemAmount,TEXAS,,,,2599.99,2599.99,3001.25,172.53,6212012000002073307,14.23,SALES TAX (TX) 8.25,8.25,ItemAmount,,0.00,Adjustment,JJ Harris,0,Due on Receipt,,,UPS,1,622 Knoll Forest DR,,Sugar Land,TX,U.S.A,77479,,361-550-1167,622 Knoll Forest DR,,Sugar Land,TX,U.S.A,77479,,361-550-1167,,
6212012000012368817,2026-01-05,2026-01-06,SO-2600011,invoiced,,6212012000003220507,Horizon Distributors,false,,,,RESALE,TEXAS,2Z165904,Standard Template,USD,1.00,entity_level,true,0.000,0.00,GeoRipper Minitrencher 20-Inch Digging Bar,6212012000000435699,MT3500,810075760156,22A,810075760156,,,GeoRipper - Parts,4100,,1.00,1.00,0.00,1.00,Kit,198.00,0.00,0.0,,,,,,,RESALE,,,198.00,198.00,228.00,30.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,109 Northpark Blvd,,Covington,LA,USA,70433,,361-806-2872,3717 Commerce PL Ste A,,Bedford,TX,U.S.A,76021,,817-545-7756,,
6212012000012368859,2026-01-05,2026-01-06,SO-2600012,invoiced,,6212012000003220507,Horizon Distributors,false,,,,RESALE,TEXAS,3B115862,Standard Template,USD,1.00,entity_level,true,0.000,0.00,"20"" Digging Chain (Single Chain)",6212012000000435587,MT4500,810075761177,,,,,GeoRipper - Parts,4100,,2.00,2.00,0.00,2.00,Kit,78.75,0.00,0.0,,,,,,,RESALE,,,157.50,355.50,400.50,45.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,109 Northpark Blvd,,Covington,LA,USA,70433,,361-806-2872,8950 Alpha Ave,,Frisco,TX,U.S.A,75034,,'+972-712-5000,,
6212012000012368859,2026-01-05,2026-01-06,SO-2600012,invoiced,,6212012000003220507,Horizon Distributors,false,,,,RESALE,TEXAS,3B115862,Standard Template,USD,1.00,entity_level,true,0.000,0.00,GeoRipper Minitrencher 20-Inch Digging Bar,6212012000000435699,MT3500,810075760156,22A,810075760156,,,GeoRipper - Parts,4100,,1.00,1.00,0.00,1.00,Kit,198.00,0.00,0.0,,,,,,,RESALE,,,198.00,355.50,400.50,45.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,109 Northpark Blvd,,Covington,LA,USA,70433,,361-806-2872,8950 Alpha Ave,,Frisco,TX,U.S.A,75034,,'+972-712-5000,,
6212012000012368859,2026-01-05,2026-01-06,SO-2600012,invoiced,,6212012000003220507,Horizon Distributors,false,,,,RESALE,TEXAS,3B115862,Standard Template,USD,1.00,entity_level,true,0.000,0.00,24 x 12 x 4,6212012000000430837,MT24124,,,,,,GeoRipper - Parts,4100,,1.00,1.00,0.00,1.00,box,0.00,0.00,0.0,,,,,,,RESALE,,,0.00,355.50,400.50,45.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,109 Northpark Blvd,,Covington,LA,USA,70433,,361-806-2872,8950 Alpha Ave,,Frisco,TX,U.S.A,75034,,'+972-712-5000,,
6212012000012449288,2026-01-05,2026-01-06,SO-2600013,invoiced,,6212012000000288611,"Reinders, Inc.",false,,,,RESALE,WISCONSIN,472983-00,Standard Template,USD,1.00,entity_level,true,0.000,0.00,"27"" Digging Chain (Single Chain)",6212012000000435645,MT4700,,,,,,GeoRipper - Parts,4100,,1.00,1.00,0.00,1.00,Kit,105.00,0.00,0.0,,,,,,,RESALE,,,105.00,105.00,140.00,35.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,W227 N6225 Sussex Rd,,Sussex,WI,United States,53089,,2627863300,W227 N6225 Sussex Rd,,Sussex,WI,United States,53089-3969,,262-786-3300,,
6212012000012362314,2026-01-05,2026-01-06,SO-2600014,invoiced,,6212012000012362280,William Casey,false,NE STATE TAX  - 0,0.00,ItemAmount,,NEBRASKA,Shopify #3667/ DFP2600014,Standard Template,USD,1.00,entity_level,true,0.000,0.00,Minitrencher Drive Sprocket for GeoRipper and GeoRipper(R)T/A,6212012000000429254,MT9001,810075760255,,810075760255,,,GeoRipper - Parts,4100,"Drive sprocket fits all GeoRipper T/As

1ZT2K5950331546198",2.00,2.00,0.00,0.00,EA,104.50,0.00,0.0,6212012000001474629,NE STATE TAX  - 0,0.00,0.00,ItemAmount,NEBRASKA,,,,209.00,209.00,261.84,52.84,,,,,,,0.00,Adjustment,Phil Heck,0,Due on Receipt,,Fulfilled by DBC Irrigation,UPS,1,83040 Dismal River Trail,,Mullen,NE,U.S.A,69152,,'+1-3085469211,83040 Dismal River Trail,,Mullen,NE,U.S.A,69152,,'+1-3085469211,,
6212012000012460001,2026-01-05,2026-01-06,SO-2600015,invoiced,,6212012000009867855,Jackson Septic Plumbing,false,SALES TAX (GA) 9.0,9.00,ItemAmount,,GEORGIA,WAR0117 Repair Completed,Standard Template,USD,1.00,entity_level,true,0.000,0.00,Intake elbow,6212012000000432331,MT7208-85,,,,,,GeoRipper - Parts,4100,,1.00,1.00,0.00,1.00,ea,0.00,0.00,0.0,6212012000001115786,SALES TAX (GA) 9.0,9.00,0.00,ItemAmount,GEORGIA,,,,0.00,0.00,0.00,0.00,,,,,,,0.00,,Becca Stanley,0,Due on Receipt,,,UPS,12,1982 Lamars Creek Rd,,Sandersville,GA,U.S.A,31082,,4785211100,1982 Lamars Creek Rd,,Sandersville,GA,U.S.A,31082,,4785211100,,
6212012000012449498,2026-01-05,2026-01-06,SO-2600016,invoiced,,6212012000000318519,Craig Schaeffer,false,SD STATE TAX,0.00,ItemAmount,,SOUTH DAKOTA,Shopify #3666,Standard Template,USD,1.00,entity_level,true,0.000,0.00,"16"" Digging Chain (Single Chain)",6212012000000435529,MT4400,,,,,,GeoRipper - Parts,4100,,1.00,1.00,0.00,1.00,EA,100.00,0.00,0.0,6212012000000533860,SD STATE TAX,0.00,0.00,ItemAmount,SOUTH DAKOTA,,,,100.00,100.00,161.28,61.28,,,,,,,0.00,Adjustment,Mark Coker,0,Due on Receipt,,,UPS,1,141 W 2nd St,,Winner,SD,U.S.A,57580,,'+1-6058423424,141 W 2nd St,,Winner,SD,U.S.A,57580,,'+1-6058423424,,
6212012000012476062,2026-01-06,2026-01-12,SO-2600017,invoiced,,6212012000003220507,Horizon Distributors,false,,,,RESALE,COLORADO,DFP2600014 Restock,Standard Template,USD,1.00,entity_level,true,0.000,0.00,Minitrencher Drive Sprocket for GeoRipper and GeoRipper(R)T/A,6212012000000429254,MT9001,810075760255,,810075760255,,,GeoRipper - Parts,4100,Drive sprocket fits all GeoRipper T/As,2.00,2.00,0.00,2.00,EA,78.38,0.00,0.0,,,,,,,RESALE,,,156.76,156.76,156.76,0.00,,,,,,,0.00,Adjustment,Phil Heck,30,Net 30,,,UPS,1,5805 East 39th Ave,,Denver,CO,U.S.A,80207,303-296-8733,303-295-1777,3810 Norwood Dr.,,Littleton,CO,U.S.A,80125,,303-470-3332,,
6212012000012477095,2026-01-06,2026-01-07,SO-2600018,invoiced,,6212012000012477061,Schendel Lawn and Landscape,false,SALES TAX (KS) 9.35,9.35,ItemAmount,,KANSAS,WAR0917,Standard Template,USD,1.00,entity_level,true,0.000,0.00,Pull Start Ass'y MT7208,6212012000000434748,MT7208-25-36,,,,,,GeoRipper - Parts,4100,"ATTENTION!!!
The GeoRipper handheld trenchers are equipped with the GeoRipper EZ start system. Please follow these instructions EVERY TIME you start your GeoRipper handheld trencher.
1. Turn engine ""on""
2. Pull choke out all the way on initial ""cold"" start.
3. Press decompression button on opposite side of engine.
4. Gently pull the starter pull string up, releasing before you get to the end of the pull rope.
5. Repeat 3-5 if necessary.",1.00,1.00,0.00,1.00,ea,0.00,0.00,0.0,6212012000012477053,SALES TAX (KS) 9.35,9.35,0.00,ItemAmount,KANSAS,,,,0.00,0.00,0.00,0.00,,,,,,,0.00,Adjustment,Mark Coker,0,Due on Receipt,,,UPS,1,4100 SW 40th St,,Topeka,KS,U.S.A,66610,,'+1-7853837686,4100 SW 40th St,,Topeka,KS,U.S.A,66610,,'+1-7853837686,,
6212012000012477095,2026-01-06,2026-01-07,SO-2600018,invoiced,,6212012000012477061,Schendel Lawn and Landscape,false,SALES TAX (KS) 9.35,9.35,ItemAmount,,KANSAS,WAR0917,Standard Template,USD,1.00,entity_level,true,0.000,0.00,10 x 10 x 5 Uline Box,6212012000000430824,MT10105,,,,,,GeoRipper - Parts,4100,Shipping Box,1.00,1.00,0.00,1.00,box,0.00,0.00,0.0,6212012000012477053,SALES TAX (KS) 9.35,9.35,0.00,ItemAmount,KANSAS,,,,0.00,0.00,0.00,0.00,,,,,,,0.00,Adjustment,Mark Coker,0,Due on Receipt,,,UPS,1,4100 SW 40th St,,Topeka,KS,U.S.A,66610,,'+1-7853837686,4100 SW 40th St,,Topeka,KS,U.S.A,66610,,'+1-7853837686,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 16,6212012000000444881,GR416,,,,,,GeoRipper - Units,4000,"FREE GeoRipper for $20,000 orders",1.00,1.00,0.00,1.00,Kit,0.00,0.00,0.0,,,,,,,RESALE,,,0.00,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 16,6212012000000444881,GR416,,,,,,GeoRipper - Units,4000,,1.00,1.00,0.00,1.00,Kit,1399.99,0.00,0.0,,,,,,,RESALE,,,1399.99,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 27 Includes EZ Kart,6212012000000445997,GR727,,,,,,GeoRipper - Units,4000,,2.00,2.00,0.00,2.00,Kit,1959.99,0.00,0.0,,,,,,,RESALE,,,3919.98,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 20,6212012000000445931,GR520,,,,,,GeoRipper - Units,4000,,2.00,2.00,0.00,2.00,Kit,1749.99,0.00,0.0,,,,,,,RESALE,,,3499.98,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,The GeoRipper 27,6212012000000445964,GR727-NOEZ,,,,,,GeoRipper - Units,4000,,2.00,2.00,0.00,2.00,Kit,1819.99,0.00,0.0,,,,,,,RESALE,,,3639.98,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,GeoRipper Minitrencher Universal EZ Kart,6212012000000435439,EZ100,810075760071,,810075760071,,,GeoRipper - Parts,4100,,3.00,3.00,0.00,3.00,Kit,396.20,0.00,0.0,,,,,,,RESALE,,,1188.60,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,"Small GeoRipper Box ""A""",6212012000000427079,BX-4,,,,,,GeoRipper - Parts,4100,For Shipping EZ Karts,1.00,1.00,0.00,1.00,EA,0.00,0.00,0.0,,,,,,,RESALE,,,0.00,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
6212012000012477177,2026-01-06,2026-02-17,SO-2600019,invoiced,,6212012000000346021,"Amazing Machinery, LLC",false,,,,RESALE,TENNESSEE,86782-A,Standard Template,USD,1.00,entity_level,true,0.000,0.00,"SiBore Drill - SB216 Gas Powered w/ 2"" and 4"" Auger",6212012000000438101,SB216,,,,,,SiBore Drill - Units,4200,"Includes: General 242H Earth Auger w/ Honda GX35 4-Cycle Multi-Directional Motor
Handle Assembly
Twist Throttle
Transmission
",1.00,1.00,0.00,1.00,EA,2838.75,0.00,0.0,,,,,,,RESALE,,,2838.75,20236.53,20236.53,0.00,,,,,,,0.00,Adjustment,Mark Coker,30,Net 30,,,UPS,1,3811 Old Tasso Rd NE,,Cleveland,TN,U.S.A,37312,,800-504-7435,100 Paper Place,,Kronenwetter,WI,U.S.A,54455,,800-504-7435,,
