Purchase Order ID,Purchase Order Date,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,Is Inclusive Tax,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Account Code,Item Price,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Total,Total,Adjustment,Adjustment Description,Entity Discount Percent,Entity Discount Amount,Discount Account,Discount Account Code,Project ID,Project Name,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone,Submitted By,Approved By,Submitted Date,Approved Date,LINEITEM.TAG.Inventory Type,LINEITEM.TAG.Trade Shows 2025
6212012000001808267,2025-01-27,2025-04-15,TT-00804,SiBore Parts / GeoRipper Parts,Partially Billed,Ordinance Engineering Pte Ltd,false,USD,1.000000000000,Standard Template,SiBore Parts / GeoRipper Parts,'*** Ocean vessel ETD Last week of February / 1st week of March,,,,Finished Goods,1210,15.00,GW Collar Adapter,6212012000000430392,GW1100,,,,,,100.00,0.00,100.00,100.00,EA,entity_level,true,0.00,0.0,,,,,,,1500.00,37000.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808267,2025-01-27,2025-04-15,TT-00804,SiBore Parts / GeoRipper Parts,Partially Billed,Ordinance Engineering Pte Ltd,false,USD,1.000000000000,Standard Template,SiBore Parts / GeoRipper Parts,'*** Ocean vessel ETD Last week of February / 1st week of March,,,,Inventory Asset,,75.00,G1000 GeoRipper Adapter for Greenworks,6212012000000430379,G1000,,,,,,50.00,0.00,50.00,50.00,EA,entity_level,true,0.00,0.0,,,,,,,3750.00,37000.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808267,2025-01-27,2025-04-15,TT-00804,SiBore Parts / GeoRipper Parts,Partially Billed,Ordinance Engineering Pte Ltd,false,USD,1.000000000000,Standard Template,SiBore Parts / GeoRipper Parts,'*** Ocean vessel ETD Last week of February / 1st week of March,,,,Inventory Asset,,50.00,GeoRipper Adapter,6212012000000431135,GR-1000,,,,,Version: 24A,300.00,0.00,300.00,300.00,EA,entity_level,true,0.00,0.0,,,,,,,15000.00,37000.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808295,2025-01-28,,TT-00805,,Billed,Vancouver Bolt and Supply Inc.,false,USD,1.000000000000,Standard Template,,,,,,Inventory Asset,,0.31,GR Miscellaneous - Becca DO NOT USE,6212012000000427495,GR MISC,,,,,"M8x1.25x20 Countersunk Hex drive Bolt
 12.9 grade zinc plated",5000.00,0.00,5000.00,5000.00,EA,entity_level,true,0.00,0.0,,,,,,,1550.00,2070.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808295,2025-01-28,,TT-00805,,Billed,Vancouver Bolt and Supply Inc.,false,USD,1.000000000000,Standard Template,,,,,,Inventory Asset,,0.28,M8 X 1.25 Flanged Nyloc Nut,6212012000000427770,GRKM7681.6,,,,,".8CNNFZ
M8-1.25 NYLOC FLANGE LOCK NUT PLATED",1500.00,0.00,1500.00,1500.00,EA,entity_level,true,0.00,0.0,,,,,,,420.00,2070.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808295,2025-01-28,,TT-00805,,Billed,Vancouver Bolt and Supply Inc.,false,USD,1.000000000000,Standard Template,,,,,,Finished Goods,1210,0.36,"3/8""-16 x 2"" Grade 8 YellowZinc Bolt",6212012000000430574,SB3820,,,,,37C200HCS8Z,200.00,0.00,200.00,200.00,EA,entity_level,true,0.00,0.0,,,,,,,72.00,2070.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808295,2025-01-28,,TT-00805,,Billed,Vancouver Bolt and Supply Inc.,false,USD,1.000000000000,Standard Template,,,,,,Finished Goods,1210,0.14,"3/8""-16 Nylock Nut",6212012000000430600,SB3803,,,,,37CNNE8Z,200.00,0.00,200.00,200.00,EA,entity_level,true,0.00,0.0,,,,,,,28.00,2070.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808315,2025-01-29,,TT-00806,bearings & 50-2,Billed,Red Boar Chain & Fastener,false,USD,1.000000000000,Standard Template,bearings & 50-2,,,,,Inventory Asset,,3.128,Bearing (Sealed) 6002-RS2,6212012000000428810,GR1.2,,,,,,2000.00,0.00,2000.00,2000.00,pcs,entity_level,true,0.00,0.0,,,,,,,6256.00,7181.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808315,2025-01-29,,TT-00806,bearings & 50-2,Billed,Red Boar Chain & Fastener,false,USD,1.000000000000,Standard Template,bearings & 50-2,,,,,Inventory Asset,,6.00,SiBore Drill R16 RS2 Bearing,6212012000000430157,SB0114,,,,,,100.00,0.00,100.00,100.00,EA,entity_level,true,0.00,0.0,,,,,,,600.00,7181.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808315,2025-01-29,,TT-00806,bearings & 50-2,Billed,Red Boar Chain & Fastener,false,USD,1.000000000000,Standard Template,bearings & 50-2,,,,,Finished Goods,1210,1.30,Double Chain #50-2 Connecting Link,6212012000000429136,MT4005,,,,,,250.00,0.00,250.00,250.00,EA,entity_level,true,0.00,0.0,,,,,,,325.00,7181.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808333,2025-01-30,2025-03-17,TT-00807,"2"" & 4"" Augers / 242SBD Engines",Billed,General Equipment,false,USD,1.000000000000,Standard Template,"2"" & 4"" Augers / 242SBD Engines",,,,,Finished Goods,1210,112.52,"SiBore Drill - 2"" Auger Bit",6212012000000429910,SB2000,,,,,"General Part No. 2350-2E
Paint BLACK",60.00,0.00,60.00,60.00,EA,entity_level,true,0.00,0.0,,,,,,,6751.20,52136.20,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808333,2025-01-30,2025-03-17,TT-00807,"2"" & 4"" Augers / 242SBD Engines",Billed,General Equipment,false,USD,1.000000000000,Standard Template,"2"" & 4"" Augers / 242SBD Engines",,,,,Finished Goods,1210,116.00,"SiBore Drill - 4"" Auger Bit",6212012000000429767,SB4000,,,,,"General Part No. 2350-4E
Paint BLACK",60.00,0.00,60.00,60.00,EA,entity_level,true,0.00,0.0,,,,,,,6960.00,52136.20,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808333,2025-01-30,2025-03-17,TT-00807,"2"" & 4"" Augers / 242SBD Engines",Billed,General Equipment,false,USD,1.000000000000,Standard Template,"2"" & 4"" Augers / 242SBD Engines",,,,,Finished Goods,1210,768.50,SiBore Drill - General Epic 242SBD Auger,6212012000000429754,SB242SBD,,,,,General Part No. 242SBD,50.00,0.00,50.00,50.00,EA,entity_level,true,0.00,0.0,,,,,,,38425.00,52136.20,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808351,2025-01-30,2025-02-03,TT-00808,"3"" Augers",Partially Billed,General Equipment,false,USD,1.000000000000,Standard Template,"3"" Augers",,,,,Finished Goods,1210,113.68,"SiBore Drill - 3"" Auger Bit",6212012000000429923,SB3000,,,,,"General Part No. 2350-3E
Paint BLACK",10.00,0.00,10.00,10.00,EA,entity_level,true,0.00,0.0,,,,,,,1136.80,1136.80,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808351,2025-01-30,2025-02-03,TT-00808,"3"" Augers",Partially Billed,General Equipment,false,USD,1.000000000000,Standard Template,"3"" Augers",,,,,Freight - Other,,0.00,Shipping and Handling,6212012000000427484,FTR,,,,,PLEASE SHIP ASAP,1.00,0.00,0.00,0.00,EA,entity_level,true,0.00,0.0,,,,,,,0.00,1136.80,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Inventory Asset,,2.21,GR Miscellaneous - Becca DO NOT USE,6212012000000427495,GR MISC,,,,,"422641-6 INTAKE FLANGE GASKET, EK6101",1.00,0.00,1.00,1.00,EA,entity_level,true,0.00,0.0,,,,,,,2.21,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Inventory Asset,,86.76,Carburetor for EK6101,6212012000000426025,161395-7,,,,,,3.00,0.00,3.00,3.00,EA,entity_level,true,0.00,0.0,,,,,,,260.28,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Inventory Asset,,6.60,Primer - EK6101,6212012000000425830,168398-2,,,,,"168398-2 
PRIMER PUMP, EK7651H",10.00,0.00,10.00,10.00,EA,entity_level,true,0.00,0.0,,,,,,,66.00,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Inventory Asset,,88.26,"Ignition Coil Cpl., EK6101",6212012000000425856,123479-9,,,,,,1.00,0.00,1.00,1.00,EA,entity_level,true,0.00,0.0,,,,,,,88.26,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Finished Goods,1210,23.80,Clutch EK6101,6212012000000426051,168510-4,,,,,,3.00,0.00,3.00,3.00,EA,entity_level,true,0.00,0.0,,,,,,,71.40,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Inventory Asset,,41.57,Pulley EK6101 Makita,6212012000000426649,222188-8,,,,,Makita Part: 222188-8,4.00,0.00,4.00,4.00,EA,entity_level,true,0.00,0.0,,,,,,,166.28,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808367,2025-01-31,,TT-00810,6-series parts,Billed,"Makita USA, Inc.",false,USD,1.000000000000,Standard Template,6-series parts,,,,,Inventory Asset,,3.30,"Damping spring cpl, EK6101 (lower front)",6212012000000426597,315-114-300,,,,,,2.00,0.00,2.00,2.00,EA,entity_level,true,0.00,0.0,,,,,,,6.60,661.03,0.00,Adjustment,0.00,0.000,,,,,60,2% NET 60,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808393,2025-01-31,2025-02-17,TT-00811,"A Boxes, B Boxes, Chain Boxes",Billed,SupplyOne Northwest,false,USD,1.000000000000,Standard Template,"A Boxes, B Boxes, Chain Boxes",,,,,Inventory Asset,,9.30,"Small GeoRipper Box ""A""",6212012000000427079,BX-4,,,,,CCBOX ID: OUTER A,265.00,0.00,265.00,265.00,EA,entity_level,true,0.00,0.0,,,,,,,2464.50,7731.30,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808393,2025-01-31,2025-02-17,TT-00811,"A Boxes, B Boxes, Chain Boxes",Billed,SupplyOne Northwest,false,USD,1.000000000000,Standard Template,"A Boxes, B Boxes, Chain Boxes",,,,,Inventory Asset,,14.65,"Large GeoRipper Box ""B""",6212012000000427066,BX-3,,,,,,76.00,0.00,76.00,76.00,EA,entity_level,true,0.00,0.0,,,,,,,1113.40,7731.30,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808393,2025-01-31,2025-02-17,TT-00811,"A Boxes, B Boxes, Chain Boxes",Billed,SupplyOne Northwest,false,USD,1.000000000000,Standard Template,"A Boxes, B Boxes, Chain Boxes",,,,,Finished Goods,1210,3.80,Single Chain Box,6212012000000430965,BX-12,,,,,1000ct price CCBOX #,1093.00,0.00,1093.00,1093.00,EA,entity_level,true,0.00,0.0,,,,,,,4153.40,7731.30,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808411,2025-02-03,,TT-00813,SiBore Steel,Billed,PDM Steel Service Centers Inc.,false,USD,1.000000000000,Standard Template,SiBore Steel,,,,,Inventory Asset,,45.89,"SiBore Drill 1-1/4 x .120 x 20'-0"" HREW Tube A513TI",6212012000000430170,SB0115,,,,,45.89/P PDM Steel,30.00,0.00,30.00,30.00,EA,entity_level,true,0.00,0.0,,,,,,,1376.70,3644.83,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808411,2025-02-03,,TT-00813,SiBore Steel,Billed,PDM Steel Service Centers Inc.,false,USD,1.000000000000,Standard Template,SiBore Steel,,,,,Inventory Asset,,80.63,"SiBore Drill 1-1/2 x .120 x 20'-0"" HREW Tube A513T1",6212012000000430183,SB0116,,,,,80.63/P PDM Steel,1.00,0.00,1.00,1.00,EA,entity_level,true,0.00,0.0,,,,,,,80.63,3644.83,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808411,2025-02-03,,TT-00813,SiBore Steel,Billed,PDM Steel Service Centers Inc.,false,USD,1.000000000000,Standard Template,SiBore Steel,,,,,Inventory Asset,,43.75,"SiBore Drill 3/4"" x 20' Round Stock Drive Shaft",6212012000000430079,SB0108,,,,,43.75/P PDM STEEL,50.00,0.00,50.00,50.00,EA,entity_level,true,0.00,0.0,,,,,,,2187.50,3644.83,0.00,Adjustment,0.00,0.000,,,,,30,Net 30,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808429,2025-02-05,,TT-00816,Gas Motor Mounts,Billed,"Mr. Powder Kote, LLC",false,USD,1.000000000000,Standard Template,Gas Motor Mounts,,,,,SiBore Drill - Part,5300,3.00,,,,,,,,"SiBore Drill - Gas Motor Mount Powdercoat
BK08",33.00,0.00,0.00,33.00,,entity_level,true,0.00,0.0,,,,,,,99.00,99.00,0.00,Adjustment,0.00,0.000,,,,,15,Net 15,JJ Harris,,,,,,,,,,,,,,,,,,,
6212012000001808473,2025-02-11,2025-03-11,TT-00818,Safety Bars,Billed,Accurate Machine and Mfg Inc,false,USD,1.000000000000,Standard Template,Safety Bars,,,,,Inventory Asset,,27.35,Safety Bar - 400 Series GeoRipperT/A,6212012000000434729,MT7400,,,,,,135.00,0.00,135.00,135.00,EA,entity_level,true,0.00,0.0,,,,,,,3692.25,8153.45,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808473,2025-02-11,2025-03-11,TT-00818,Safety Bars,Billed,Accurate Machine and Mfg Inc,false,USD,1.000000000000,Standard Template,Safety Bars,,,,,Inventory Asset,,29.35,Safety Bar - 700 Series GeoRipperT/A,6212012000000434203,MT7700,,,,,,152.00,0.00,152.00,152.00,EA,entity_level,true,0.00,0.0,,,,,,,4461.20,8153.45,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808489,2025-02-18,2025-02-28,TT-00819,"OM, WP, 811 sticker & GR Warning",Billed,Minuteman Press,false,USD,1.000000000000,Standard Template,"OM, WP, 811 sticker & GR Warning",,,,,Inventory Asset,,1.39128,GeoRipper Owner's Manual,6212012000000427796,GR-LIT-OM,,,,,,500.00,0.00,500.00,500.00,EA,entity_level,true,0.00,0.0,,,,,,,695.64,1409.45,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808489,2025-02-18,2025-02-28,TT-00819,"OM, WP, 811 sticker & GR Warning",Billed,Minuteman Press,false,USD,1.000000000000,Standard Template,"OM, WP, 811 sticker & GR Warning",,,,,Inventory Asset,,0.31512,GeoRipper Warranty Postcard,6212012000000427848,GR-LIT-WP,,,,,,500.00,0.00,500.00,500.00,EA,entity_level,true,0.00,0.0,,,,,,,157.56,1409.45,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808489,2025-02-18,2025-02-28,TT-00819,"OM, WP, 811 sticker & GR Warning",Billed,Minuteman Press,false,USD,1.000000000000,Standard Template,"OM, WP, 811 sticker & GR Warning",,,,,Inventory Asset,,0.476,Sticker - 811 - Call Before You Dig,6212012000000427952,GRS3,,,,,,500.00,0.00,500.00,500.00,EA,entity_level,true,0.00,0.0,,,,,,,238.00,1409.45,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808489,2025-02-18,2025-02-28,TT-00819,"OM, WP, 811 sticker & GR Warning",Billed,Minuteman Press,false,USD,1.000000000000,Standard Template,"OM, WP, 811 sticker & GR Warning",,,,,Inventory Asset,,0.6365,Sticker - GR WARNING,6212012000000427991,GRS6,,,,,,500.00,0.00,500.00,500.00,EA,entity_level,true,0.00,0.0,,,,,,,318.25,1409.45,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808523,2025-02-03,,TT-00821,U-joints and yokes,Billed,DriveTrain America,false,USD,1.000000000000,Standard Template,U-joints and yokes,,,,,Inventory Asset,,23.60,"SiBore Drill - 3/4"" Round Yoke L600 Series",6212012000000429962,SB2151,,,,,,30.00,0.00,30.00,30.00,EA,entity_level,true,0.00,0.0,,,,,,,708.00,1166.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808523,2025-02-03,,TT-00821,U-joints and yokes,Billed,DriveTrain America,false,USD,1.000000000000,Standard Template,U-joints and yokes,,,,,Inventory Asset,,22.90,SiBore Drill - L600 Series AG U-Joint Kit,6212012000000429975,SB2152,,,,,,20.00,0.00,20.00,20.00,Kit,entity_level,true,0.00,0.0,,,,,,,458.00,1166.00,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
6212012000001808553,2025-02-03,,TT-00822,,Billed,Blain's Farm & Fleet,false,USD,1.000000000000,Standard Template,,,,,,Inventory Asset,,28.99,"SiBore Drill - 1"" Round Yoke L600 Series",6212012000000429949,SB2150,,,,,,30.00,0.00,30.00,30.00,EA,entity_level,true,0.00,0.0,,,,,,,869.70,1099.60,0.00,Adjustment,0.00,0.000,,,,,0,Due on Receipt,MiniTrencher,,,,,,,,,,,,,,,,,,,
